ID,Age,Job,Marital,Education,Loan Default,Balance,Housing Loan,Personal Loan
C5118,46,blue-collar,single,secondary,no,0,no,no
C5119,32,blue-collar,married,secondary,no,920,yes,no
C512,34,admin.,married,secondary,no,507,yes,no
C5120,33,self-employed,married,tertiary,no,1545,yes,no
C5121,28,services,single,secondary,no,-427,yes,yes
C5122,38,admin.,married,secondary,no,3732,yes,no
C5123,33,technician,single,tertiary,no,8874,no,yes
C5124,37,technician,single,secondary,no,7867,yes,no
C5125,32,management,single,tertiary,no,1756,yes,no
C5126,31,management,married,tertiary,no,4924,yes,no
C5127,32,technician,married,secondary,no,4174,yes,no
C5128,34,blue-collar,married,secondary,no,360,yes,no
C5129,32,services,married,secondary,no,255,yes,yes
C513,55,unemployed,divorced,secondary,no,387,yes,no
C5130,34,technician,divorced,primary,no,3744,yes,no
C5131,37,management,married,tertiary,no,2205,no,no
C5132,31,technician,married,secondary,no,510,yes,no
C5133,30,blue-collar,married,unknown,no,198,yes,no
C5134,31,management,single,tertiary,no,24870,yes,no
C5135,32,blue-collar,married,secondary,no,43,yes,no
C5136,33,admin.,single,secondary,no,1779,yes,no
C5137,31,technician,married,secondary,no,589,yes,yes
C5138,31,blue-collar,married,secondary,no,664,yes,yes
C5139,28,services,single,secondary,no,115,yes,no
C514,41,blue-collar,married,primary,no,0,yes,yes
C5140,36,entrepreneur,married,secondary,no,352,yes,no
C5141,38,blue-collar,single,secondary,no,745,yes,no
C5142,31,admin.,single,secondary,no,5527,yes,no
C5143,31,services,single,secondary,no,629,yes,no
C5144,36,blue-collar,married,secondary,no,342,yes,yes
C5145,37,technician,single,secondary,no,3326,yes,no
C5146,36,admin.,divorced,secondary,yes,-491,yes,yes
C5147,31,blue-collar,single,secondary,no,0,yes,no
C5148,34,services,married,secondary,no,286,yes,no
C5149,34,management,married,tertiary,no,4170,yes,no
C515,50,management,divorced,secondary,no,1716,yes,no
C5150,32,admin.,married,secondary,no,76,yes,no
C5151,31,admin.,single,tertiary,no,-194,no,no
C5152,33,admin.,married,secondary,no,1499,yes,no
C5153,34,blue-collar,single,primary,no,245,yes,no
C5154,35,blue-collar,single,primary,no,49,yes,no
C5155,30,technician,married,secondary,no,4733,yes,no
C5156,36,blue-collar,married,primary,no,0,yes,no
C5157,26,management,single,tertiary,no,1284,yes,no
C5158,44,retired,married,primary,no,779,yes,no
C5159,23,blue-collar,single,primary,no,965,yes,no
C516,49,entrepreneur,married,secondary,no,167,yes,yes
C5160,36,blue-collar,divorced,secondary,no,625,yes,no
C5161,39,blue-collar,married,primary,no,568,yes,no
C5162,49,blue-collar,married,secondary,no,913,yes,yes
C5163,38,blue-collar,married,secondary,no,622,yes,no
C5164,51,management,married,secondary,no,140,yes,no
C5165,25,services,single,secondary,no,-61,yes,no
C5166,39,technician,married,secondary,no,4441,yes,no
C5167,31,blue-collar,married,secondary,no,1138,yes,yes
C5168,37,management,married,tertiary,no,0,yes,yes
C5169,27,technician,married,secondary,no,-147,yes,yes
C517,44,admin.,married,unknown,no,40,no,yes
C5170,32,blue-collar,married,primary,no,159,yes,no
C5171,34,blue-collar,married,primary,no,336,yes,no
C5172,46,blue-collar,married,secondary,no,2173,yes,no
C5173,37,blue-collar,married,primary,no,1455,yes,no
C5174,36,blue-collar,married,secondary,no,439,yes,no
C5175,32,blue-collar,married,secondary,no,783,yes,no
C5176,31,blue-collar,single,primary,no,-280,no,no
C5177,53,blue-collar,married,secondary,no,1023,yes,no
C5178,33,technician,divorced,secondary,no,4369,yes,no
C5179,30,blue-collar,single,secondary,no,144,yes,no
C518,44,blue-collar,married,primary,no,148,yes,no
C5180,31,housemaid,single,secondary,no,540,no,no
C5181,38,blue-collar,single,primary,no,-5,yes,no
C5182,30,blue-collar,single,secondary,no,906,yes,yes
C5183,49,blue-collar,married,secondary,no,1568,no,no
C5184,44,blue-collar,married,primary,no,858,yes,no
C5185,32,management,married,tertiary,no,3696,no,no
C5186,56,admin.,married,secondary,no,3784,no,no
C5187,34,entrepreneur,married,secondary,no,3119,yes,no
C5188,27,blue-collar,single,primary,no,1518,yes,no
C5189,47,services,married,unknown,no,4822,yes,no
C519,31,technician,married,secondary,no,17,yes,yes
C5190,35,services,married,secondary,no,0,yes,no
C5191,40,management,single,tertiary,no,1393,yes,no
C5192,30,blue-collar,married,primary,no,1023,yes,no
C5193,48,management,married,tertiary,no,4191,no,no
C5194,39,unemployed,single,secondary,no,2645,yes,no
C5195,33,blue-collar,married,secondary,no,0,yes,no
C5196,38,blue-collar,married,secondary,no,776,yes,no
C5197,33,blue-collar,married,primary,no,1165,yes,no
C5198,37,management,married,tertiary,no,412,yes,no
C5199,57,management,divorced,tertiary,no,461,yes,no
C52,48,management,divorced,tertiary,no,-244,yes,no
C520,34,blue-collar,single,tertiary,no,1011,yes,no
C5200,36,blue-collar,married,primary,no,-402,no,no
C5201,37,management,married,tertiary,no,1813,yes,no
C5202,32,management,single,tertiary,no,1169,yes,no
C5203,26,entrepreneur,single,secondary,no,0,yes,no
C5204,33,blue-collar,married,primary,no,511,yes,no
C5205,46,blue-collar,married,primary,no,328,yes,no
C5206,27,services,single,secondary,no,259,yes,no
C5207,52,blue-collar,married,primary,no,126,no,no
C5208,36,technician,married,secondary,no,5902,yes,no
C5209,33,management,married,tertiary,no,10,yes,no
C521,46,management,single,unknown,no,1527,yes,no
C5210,35,management,single,tertiary,no,3137,yes,no
C5211,35,admin.,married,secondary,no,2238,yes,no
C5212,28,self-employed,single,secondary,no,131,yes,no
C5213,35,blue-collar,single,secondary,no,773,yes,no
C5214,30,services,single,secondary,no,399,yes,yes
C5215,52,management,married,secondary,no,173,no,no
C5216,36,blue-collar,single,secondary,no,690,yes,no
C5217,39,services,married,primary,no,1601,yes,no
C5218,39,blue-collar,married,secondary,no,439,yes,no
C5219,33,management,married,secondary,no,3132,yes,no
C522,42,management,married,tertiary,no,744,no,no
C5220,32,services,single,secondary,no,-408,yes,no
C5221,29,admin.,married,secondary,no,265,yes,no
C5222,37,technician,single,secondary,no,363,yes,no
C5223,43,technician,married,secondary,no,8541,yes,no
C5224,33,technician,single,secondary,no,486,yes,no
C5225,33,technician,single,tertiary,no,594,yes,yes
C5226,32,blue-collar,married,secondary,yes,98,no,yes
C5227,54,blue-collar,divorced,secondary,no,462,yes,no
C5228,33,blue-collar,single,secondary,no,372,yes,no
C5229,33,admin.,single,secondary,no,1221,yes,no
C523,52,admin.,married,secondary,no,484,yes,no
C5230,38,self-employed,single,tertiary,no,917,yes,no
C5231,34,management,single,tertiary,no,0,yes,no
C5232,33,technician,married,secondary,no,884,yes,no
C5233,32,technician,married,secondary,no,587,yes,no
C5234,31,self-employed,single,tertiary,no,91,no,no
C5235,33,entrepreneur,married,primary,no,165,yes,no
C5236,34,technician,married,secondary,no,456,yes,no
C5237,35,blue-collar,married,primary,no,994,yes,no
C5238,31,technician,single,tertiary,no,1710,yes,no
C5239,33,blue-collar,married,secondary,no,1138,yes,yes
C524,29,management,single,tertiary,no,0,yes,no
C5240,31,blue-collar,married,secondary,no,360,yes,no
C5241,32,management,married,tertiary,no,2737,yes,yes
C5242,36,management,married,tertiary,no,8564,yes,no
C5243,30,blue-collar,single,secondary,no,435,yes,yes
C5244,43,technician,single,tertiary,no,4243,yes,no
C5245,55,blue-collar,married,secondary,no,989,yes,yes
C5246,31,technician,single,secondary,no,1186,yes,no
C5247,32,blue-collar,married,primary,no,1261,yes,no
C5248,33,blue-collar,married,secondary,no,25,yes,no
C5249,31,blue-collar,married,primary,no,206,yes,no
C525,53,retired,married,primary,no,136,yes,no
C5250,35,technician,single,secondary,no,11423,yes,no
C5251,30,blue-collar,married,primary,no,184,yes,no
C5252,35,self-employed,divorced,tertiary,no,1354,yes,no
C5253,29,self-employed,married,tertiary,no,751,yes,no
C5254,36,blue-collar,married,primary,no,711,yes,no
C5255,37,blue-collar,married,secondary,no,453,yes,yes
C5256,32,technician,married,tertiary,no,1129,yes,no
C5257,33,entrepreneur,married,primary,no,237,yes,no
C5258,34,services,single,secondary,no,1239,yes,no
C5259,37,technician,married,secondary,no,0,yes,no
C526,43,blue-collar,married,secondary,no,1335,yes,no
C5260,33,blue-collar,married,primary,no,392,yes,no
C5261,34,blue-collar,married,primary,no,2490,yes,no
C5262,37,technician,single,secondary,no,6714,yes,no
C5263,31,blue-collar,married,secondary,no,873,yes,no
C5264,34,technician,married,secondary,no,1464,yes,no
C5265,35,blue-collar,single,primary,no,90,yes,no
C5266,31,blue-collar,married,secondary,no,714,yes,no
C5267,33,blue-collar,married,primary,no,463,yes,no
C5268,40,self-employed,married,secondary,no,1516,yes,yes
C5269,31,blue-collar,single,secondary,no,509,yes,no
C527,38,management,married,secondary,no,517,yes,no
C5270,30,technician,married,secondary,no,207,yes,no
C5271,30,management,single,tertiary,no,3967,yes,no
C5272,37,blue-collar,married,primary,no,3517,yes,no
C5273,38,services,married,secondary,no,435,yes,no
C5274,33,blue-collar,married,secondary,no,6227,yes,no
C5275,34,technician,married,secondary,no,1092,no,no
C5276,35,services,divorced,secondary,no,394,yes,no
C5277,30,blue-collar,single,secondary,no,239,yes,no
C5278,40,blue-collar,married,primary,yes,-509,yes,no
C5279,31,services,single,secondary,no,-32,yes,no
C528,46,management,married,tertiary,no,459,yes,no
C5280,32,management,single,tertiary,no,11315,no,no
C5281,31,services,married,secondary,no,1273,yes,no
C5282,30,services,single,secondary,no,1649,yes,no
C5283,34,services,single,secondary,no,84,yes,no
C5284,30,blue-collar,married,secondary,no,278,yes,yes
C5285,32,services,single,secondary,no,2459,yes,yes
C5286,31,technician,married,secondary,no,4941,yes,no
C5287,34,blue-collar,divorced,secondary,no,3798,yes,no
C5288,30,blue-collar,married,primary,no,597,yes,no
C5289,32,management,single,secondary,no,-32,yes,no
C529,48,management,divorced,unknown,no,549,yes,no
C5290,37,admin.,married,secondary,no,525,yes,no
C5291,33,self-employed,married,tertiary,no,416,yes,yes
C5292,31,admin.,single,secondary,no,680,yes,no
C5293,37,admin.,divorced,tertiary,no,4303,yes,no
C5294,32,management,single,tertiary,no,3050,yes,no
C5295,34,blue-collar,married,secondary,no,750,yes,no
C5296,34,admin.,single,secondary,no,5547,yes,no
C5297,35,management,single,tertiary,no,643,yes,no
C5298,33,technician,divorced,tertiary,no,-386,yes,no
C5299,31,management,married,tertiary,no,5889,yes,no
C53,32,management,married,tertiary,no,0,yes,no
C530,30,admin.,divorced,secondary,no,83,yes,yes
C5300,32,services,married,secondary,no,207,yes,no
C5301,32,student,single,secondary,no,1883,yes,no
C5302,32,blue-collar,married,primary,no,697,yes,no
C5303,31,self-employed,single,tertiary,no,14692,yes,no
C5304,30,blue-collar,married,primary,no,595,yes,no
C5305,30,management,single,tertiary,no,1243,yes,no
C5306,41,self-employed,married,tertiary,no,-326,yes,yes
C5307,33,management,married,tertiary,no,17946,yes,no
C5308,34,admin.,divorced,secondary,no,2144,yes,no
C5309,39,management,married,secondary,no,1410,yes,no
C531,44,blue-collar,married,primary,no,213,no,no
C5310,33,management,married,unknown,no,18347,yes,no
C5311,33,technician,single,secondary,no,177,yes,no
C5312,22,blue-collar,single,secondary,no,0,yes,no
C5313,35,technician,married,secondary,no,291,no,no
C5314,34,admin.,single,secondary,no,1880,yes,no
C5315,31,management,married,tertiary,no,7,yes,no
C5316,39,technician,single,tertiary,no,21,yes,no
C5317,30,management,single,tertiary,no,136,yes,no
C5318,36,technician,single,secondary,no,9068,yes,no
C5319,31,entrepreneur,single,secondary,no,159,yes,no
C532,31,housemaid,married,primary,no,203,yes,no
C5320,42,services,married,primary,no,2557,yes,no
C5321,39,technician,married,secondary,no,287,yes,no
C5322,25,student,single,secondary,no,1765,yes,no
C5323,34,blue-collar,married,primary,no,571,yes,no
C5324,31,admin.,single,tertiary,no,0,yes,yes
C5325,35,technician,married,secondary,no,700,yes,no
C5326,44,blue-collar,single,unknown,no,0,yes,no
C5327,28,blue-collar,married,secondary,no,59,yes,yes
C5328,28,technician,single,tertiary,no,370,yes,no
C5329,31,entrepreneur,married,tertiary,no,0,yes,no
C533,42,services,single,secondary,no,518,yes,no
C5330,32,blue-collar,married,primary,no,225,yes,no
C5331,36,admin.,married,secondary,no,-118,yes,yes
C5332,32,technician,single,tertiary,no,390,yes,no
C5333,37,management,single,tertiary,no,1379,yes,no
C5334,36,blue-collar,single,secondary,no,1168,yes,no
C5335,41,retired,married,secondary,no,287,no,no
C5336,32,blue-collar,married,secondary,no,2549,yes,no
C5337,34,admin.,married,secondary,no,79,yes,no
C5338,31,management,single,tertiary,no,0,yes,no
C5339,32,blue-collar,married,primary,no,827,yes,no
C534,40,management,single,tertiary,no,3877,yes,no
C5340,39,management,married,tertiary,no,12,yes,no
C5341,36,blue-collar,married,primary,no,973,yes,yes
C5342,34,housemaid,single,secondary,no,1408,yes,no
C5343,34,blue-collar,married,secondary,no,2495,yes,no
C5344,35,management,married,secondary,no,339,yes,no
C5345,32,technician,married,secondary,no,0,yes,no
C5346,36,blue-collar,married,secondary,no,520,yes,no
C5347,40,services,divorced,secondary,no,5745,yes,yes
C5348,36,blue-collar,married,secondary,no,222,yes,no
C5349,33,self-employed,married,tertiary,no,-355,yes,no
C535,52,admin.,married,secondary,no,1236,yes,no
C5350,31,management,divorced,tertiary,no,1804,yes,no
C5351,30,blue-collar,married,secondary,no,253,yes,no
C5352,33,blue-collar,married,secondary,no,524,yes,no
C5353,29,admin.,single,secondary,no,132,no,no
C5354,36,management,divorced,tertiary,yes,-1,yes,yes
C5355,47,technician,married,secondary,no,-401,yes,no
C5356,32,blue-collar,married,primary,no,410,yes,no
C5357,32,technician,married,secondary,no,3155,yes,no
C5358,50,technician,married,tertiary,no,247,no,no
C5359,41,management,single,tertiary,no,16,no,no
C536,45,blue-collar,divorced,secondary,no,756,yes,no
C5360,29,housemaid,married,secondary,no,823,yes,no
C5361,24,admin.,single,tertiary,no,1141,yes,no
C5362,56,blue-collar,married,primary,no,246,yes,no
C5363,55,blue-collar,married,unknown,no,-102,yes,no
C5364,32,management,single,tertiary,no,151,no,no
C5365,32,technician,single,tertiary,no,1212,yes,no
C5366,56,retired,married,secondary,no,397,yes,no
C5367,32,self-employed,married,primary,no,-6,no,no
C5368,28,blue-collar,single,secondary,no,56,yes,no
C5369,34,blue-collar,single,secondary,no,1156,yes,no
C537,48,blue-collar,married,secondary,no,157,yes,no
C5370,36,blue-collar,married,primary,no,-327,yes,yes
C5371,26,student,single,tertiary,no,1570,yes,no
C5372,51,management,divorced,secondary,no,-175,yes,yes
C5373,43,technician,divorced,secondary,no,353,yes,no
C5374,42,admin.,single,secondary,no,61,yes,no
C5375,31,management,single,tertiary,no,-1206,yes,no
C5376,29,blue-collar,single,secondary,no,208,yes,no
C5377,28,blue-collar,single,secondary,no,38,yes,no
C5378,52,admin.,divorced,secondary,no,-209,yes,yes
C5379,44,technician,divorced,unknown,no,759,yes,no
C538,45,blue-collar,married,primary,no,-66,yes,no
C5380,38,blue-collar,married,secondary,no,-40,yes,no
C5381,28,blue-collar,married,primary,no,4,yes,no
C5382,24,services,married,secondary,no,45,yes,yes
C5383,29,services,married,secondary,no,-753,yes,yes
C5384,24,technician,single,secondary,no,820,yes,no
C5385,32,technician,divorced,tertiary,no,0,yes,yes
C5386,27,blue-collar,single,secondary,no,672,yes,no
C5387,41,technician,married,tertiary,no,-762,yes,yes
C5388,42,management,single,tertiary,no,422,yes,no
C5389,25,blue-collar,married,secondary,no,51,yes,no
C539,34,blue-collar,married,unknown,no,245,yes,no
C5390,36,admin.,married,secondary,no,1601,yes,no
C5391,36,blue-collar,divorced,secondary,no,2278,yes,no
C5392,24,services,married,secondary,yes,110,yes,no
C5393,32,technician,single,tertiary,no,539,yes,yes
C5394,37,admin.,single,secondary,no,-332,yes,no
C5395,46,admin.,single,unknown,yes,0,no,no
C5396,29,admin.,single,secondary,no,468,yes,yes
C5397,43,unemployed,married,primary,no,240,yes,no
C5398,30,services,married,secondary,no,2,no,yes
C5399,33,services,divorced,secondary,yes,339,yes,no
C54,42,admin.,single,secondary,no,-76,yes,no
C540,34,blue-collar,married,primary,no,-144,yes,no
C5400,46,management,single,secondary,no,295,yes,no
C5401,54,technician,married,secondary,no,7252,no,no
C5402,36,technician,married,secondary,no,1109,yes,no
C5403,40,management,divorced,tertiary,no,-319,yes,no
C5404,34,technician,married,secondary,no,5553,yes,no
C5405,30,services,single,secondary,no,187,yes,no
C5406,30,blue-collar,married,secondary,no,2080,yes,no
C5407,45,management,married,tertiary,no,-319,yes,no
C5408,25,blue-collar,single,primary,no,-221,yes,no
C5409,28,services,married,secondary,no,2114,no,yes
C541,46,blue-collar,married,secondary,no,71,yes,no
C5410,30,blue-collar,single,primary,no,4009,yes,no
C5411,35,admin.,divorced,secondary,no,579,yes,no
C5412,48,technician,married,secondary,no,3142,no,no
C5413,35,blue-collar,married,unknown,no,-205,yes,no
C5414,30,blue-collar,single,secondary,no,79,no,no
C5415,38,technician,single,secondary,no,-591,yes,no
C5416,55,technician,married,tertiary,no,440,no,no
C5417,32,blue-collar,divorced,unknown,yes,-274,yes,yes
C5418,45,services,married,secondary,no,0,yes,yes
C5419,35,technician,single,tertiary,no,2043,yes,yes
C542,49,services,divorced,secondary,no,505,yes,no
C5420,30,blue-collar,married,secondary,no,282,yes,yes
C5421,31,management,single,tertiary,no,-26,yes,yes
C5422,46,management,married,tertiary,no,-267,no,no
C5423,29,management,single,tertiary,no,368,yes,no
C5424,33,blue-collar,married,secondary,no,745,yes,no
C5425,49,management,married,unknown,no,383,yes,no
C5426,37,services,divorced,secondary,no,239,yes,no
C5427,47,services,married,secondary,no,382,yes,no
C5428,39,admin.,divorced,secondary,no,2679,yes,yes
C5429,32,blue-collar,single,secondary,no,3,yes,no
C543,50,technician,married,primary,no,249,yes,no
C5430,55,technician,married,unknown,no,4746,yes,no
C5431,41,technician,single,secondary,no,30,no,no
C5432,39,unemployed,married,secondary,no,-455,yes,no
C5433,30,technician,married,secondary,no,0,yes,no
C5434,31,blue-collar,single,secondary,no,-78,yes,yes
C5435,30,management,married,tertiary,no,302,yes,yes
C5436,44,admin.,married,unknown,no,-299,yes,no
C5437,31,unemployed,single,tertiary,no,1611,yes,no
C5438,34,management,married,tertiary,no,498,yes,no
C5439,32,admin.,married,secondary,no,0,no,no
C544,34,admin.,single,secondary,no,0,yes,no
C5440,26,unemployed,married,tertiary,no,454,yes,yes
C5441,39,self-employed,divorced,secondary,no,0,yes,no
C5442,35,admin.,divorced,secondary,no,30,no,no
C5443,35,services,single,secondary,no,511,yes,yes
C5444,32,admin.,single,secondary,no,127,yes,no
C5445,32,services,single,secondary,no,1940,yes,no
C5446,30,services,married,secondary,no,-108,yes,no
C5447,43,admin.,divorced,secondary,no,242,yes,no
C5448,29,blue-collar,single,secondary,no,1012,yes,no
C5449,27,admin.,married,secondary,no,-393,yes,yes
C545,40,unemployed,single,secondary,no,11,yes,no
C5450,27,services,single,secondary,no,430,yes,no
C5451,33,blue-collar,married,secondary,no,-825,yes,no
C5452,29,blue-collar,married,unknown,no,135,yes,no
C5453,28,blue-collar,single,secondary,no,369,yes,no
C5454,32,management,married,tertiary,no,1522,yes,no
C5455,30,services,married,tertiary,no,523,yes,no
C5456,39,services,married,secondary,no,104,yes,no
C5457,35,management,married,tertiary,no,341,yes,no
C5458,49,blue-collar,married,primary,no,3767,yes,no
C5459,32,management,married,tertiary,no,1667,yes,no
C546,36,admin.,married,secondary,no,639,yes,no
C5460,35,blue-collar,married,secondary,no,430,yes,no
C5461,37,blue-collar,married,unknown,no,603,yes,no
C5462,45,blue-collar,married,primary,no,0,no,no
C5463,37,blue-collar,married,primary,no,510,yes,no
C5464,40,admin.,married,secondary,no,0,yes,no
C5465,33,technician,married,tertiary,no,17455,yes,yes
C5466,36,admin.,married,secondary,no,176,yes,no
C5467,42,blue-collar,married,secondary,no,139,yes,no
C5468,30,management,single,tertiary,no,3625,yes,no
C5469,32,management,married,tertiary,no,1651,yes,no
C547,59,blue-collar,divorced,unknown,no,124,yes,no
C5470,26,services,divorced,secondary,no,74,yes,no
C5471,45,blue-collar,divorced,primary,no,-311,yes,no
C5472,35,admin.,single,secondary,no,-413,yes,no
C5473,39,entrepreneur,divorced,secondary,no,1202,yes,no
C5474,33,management,married,tertiary,no,321,yes,no
C5475,32,technician,married,secondary,no,221,yes,no
C5476,27,admin.,single,tertiary,no,1996,yes,no
C5477,39,technician,divorced,secondary,no,1222,yes,no
C5478,43,entrepreneur,married,secondary,yes,150,yes,yes
C5479,31,admin.,single,tertiary,no,701,yes,no
C548,45,blue-collar,married,secondary,no,82,yes,no
C5480,50,admin.,married,secondary,no,0,yes,yes
C5481,53,admin.,married,secondary,no,-375,yes,no
C5482,31,services,single,secondary,no,6374,yes,no
C5483,36,services,married,secondary,no,387,yes,no
C5484,45,admin.,married,secondary,no,149,yes,no
C5485,38,blue-collar,married,primary,no,630,yes,no
C5486,31,entrepreneur,single,tertiary,no,150,yes,no
C5487,31,blue-collar,single,secondary,no,1358,yes,yes
C5488,36,admin.,married,secondary,no,614,yes,no
C5489,40,services,married,secondary,no,-212,yes,yes
C549,36,self-employed,married,tertiary,no,107,yes,no
C5490,30,technician,married,secondary,no,590,yes,no
C5491,35,management,married,tertiary,no,8,yes,no
C5492,42,admin.,divorced,secondary,no,687,yes,yes
C5493,45,blue-collar,married,secondary,no,61,yes,yes
C5494,41,technician,married,tertiary,no,-210,yes,yes
C5495,33,blue-collar,married,secondary,no,1541,yes,no
C5496,32,blue-collar,single,secondary,no,1342,yes,no
C5497,32,self-employed,single,secondary,no,4,yes,no
C5498,30,management,single,tertiary,no,501,yes,no
C5499,34,blue-collar,single,secondary,no,128,yes,no
C55,24,technician,single,secondary,no,-103,yes,yes
C550,56,services,married,secondary,no,473,yes,no
C5500,33,blue-collar,married,secondary,no,1464,yes,no
C5501,30,management,single,tertiary,no,6,yes,no
C5502,34,blue-collar,single,secondary,yes,-369,yes,no
C5503,38,blue-collar,single,primary,no,1375,yes,no
C5504,36,technician,divorced,tertiary,no,0,no,no
C5505,34,technician,married,unknown,no,4053,yes,no
C5506,24,blue-collar,single,secondary,no,-286,yes,no
C5507,30,self-employed,single,tertiary,no,253,yes,no
C5508,34,blue-collar,married,primary,no,157,yes,no
C5509,39,services,married,primary,no,1951,yes,no
C551,42,services,divorced,secondary,no,372,yes,yes
C5510,36,blue-collar,single,primary,no,4519,yes,no
C5511,33,blue-collar,married,secondary,no,1134,yes,no
C5512,31,technician,single,tertiary,no,426,yes,no
C5513,43,admin.,single,secondary,no,-495,yes,yes
C5514,34,admin.,married,secondary,no,1049,yes,no
C5515,33,blue-collar,married,secondary,no,463,yes,no
C5516,33,blue-collar,divorced,secondary,no,3546,yes,no
C5517,53,self-employed,married,secondary,no,1,yes,yes
C5518,54,blue-collar,married,primary,no,-239,yes,no
C5519,31,entrepreneur,single,tertiary,no,1340,yes,no
C552,30,admin.,married,secondary,no,46,yes,no
C5520,46,technician,divorced,secondary,no,772,yes,no
C5521,54,blue-collar,married,secondary,no,-630,no,no
C5522,37,technician,married,secondary,no,507,yes,yes
C5523,32,blue-collar,married,secondary,no,736,yes,no
C5524,40,blue-collar,married,secondary,no,395,yes,yes
C5525,60,services,married,secondary,no,-46,no,no
C5526,33,management,single,tertiary,no,2599,yes,no
C5527,35,blue-collar,married,secondary,no,-461,no,no
C5528,33,blue-collar,married,secondary,no,0,no,no
C5529,39,technician,married,secondary,no,3643,yes,no
C553,30,student,single,tertiary,no,34,yes,no
C5530,58,retired,married,primary,no,0,yes,no
C5531,43,blue-collar,married,secondary,no,-141,yes,yes
C5532,38,blue-collar,married,secondary,no,526,yes,yes
C5533,49,blue-collar,married,primary,no,23,yes,no
C5534,35,management,married,secondary,no,839,yes,no
C5535,53,blue-collar,married,primary,no,-1455,yes,no
C5536,40,services,single,secondary,yes,-306,yes,no
C5537,36,blue-collar,married,primary,no,655,yes,no
C5538,42,admin.,single,tertiary,no,3465,yes,no
C5539,36,management,single,tertiary,no,876,yes,no
C554,47,self-employed,married,unknown,no,935,yes,no
C5540,35,blue-collar,married,secondary,no,154,yes,no
C5541,33,management,married,secondary,no,67,yes,yes
C5542,37,management,married,tertiary,no,5205,yes,no
C5543,44,management,divorced,tertiary,no,5773,no,no
C5544,35,technician,married,secondary,no,0,yes,yes
C5545,36,services,married,secondary,no,1694,yes,yes
C5546,31,self-employed,married,primary,no,1074,yes,no
C5547,40,blue-collar,married,primary,no,278,yes,no
C5548,38,blue-collar,married,secondary,no,1102,yes,no
C5549,46,blue-collar,married,secondary,no,0,yes,no
C555,33,blue-collar,married,secondary,no,-10,yes,no
C5550,29,management,single,tertiary,no,0,yes,no
C5551,33,blue-collar,married,secondary,no,-346,yes,yes
C5552,32,technician,married,tertiary,no,415,no,no
C5553,48,management,divorced,tertiary,no,851,no,yes
C5554,32,technician,married,secondary,no,1247,yes,no
C5555,35,admin.,single,secondary,no,91,yes,no
C5556,32,admin.,married,tertiary,no,882,no,no
C5557,42,blue-collar,married,secondary,no,165,yes,no
C5558,32,management,married,tertiary,no,1501,yes,no
C5559,35,technician,single,tertiary,no,1529,no,no
C556,36,admin.,married,secondary,no,-106,yes,no
C5560,39,blue-collar,married,secondary,no,293,yes,no
C5561,30,technician,single,secondary,no,1572,yes,yes
C5562,30,student,single,tertiary,no,-679,yes,no
C5563,32,admin.,married,secondary,no,497,yes,no
C5564,28,blue-collar,single,secondary,no,-303,yes,no
C5565,30,blue-collar,married,primary,no,9194,yes,no
C5566,44,blue-collar,single,primary,no,97,yes,no
C5567,34,services,married,secondary,no,70,yes,yes
C5568,38,admin.,married,secondary,no,1839,no,no
C5569,27,admin.,single,secondary,no,1492,yes,no
C557,39,services,divorced,primary,no,471,yes,no
C5570,31,management,single,tertiary,no,357,yes,no
C5571,37,admin.,single,secondary,no,192,yes,no
C5572,45,admin.,divorced,secondary,no,875,yes,yes
C5573,33,management,married,tertiary,no,0,yes,no
C5574,39,admin.,married,secondary,no,-288,no,no
C5575,32,admin.,single,secondary,no,1581,no,no
C5576,31,blue-collar,married,secondary,no,2910,yes,no
C5577,38,technician,single,secondary,no,372,no,no
C5578,32,self-employed,married,tertiary,no,9,yes,no
C5579,32,blue-collar,married,secondary,no,1780,yes,no
C558,56,admin.,divorced,secondary,no,778,yes,no
C5580,33,blue-collar,married,primary,no,2665,yes,no
C5581,49,blue-collar,married,secondary,no,188,yes,no
C5582,32,admin.,married,secondary,no,506,yes,no
C5583,32,blue-collar,married,secondary,no,38,yes,no
C5584,31,services,married,secondary,no,-331,yes,no
C5585,39,self-employed,married,secondary,no,31,yes,no
C5586,37,services,married,secondary,no,-21,yes,yes
C5587,33,entrepreneur,married,secondary,no,1847,yes,no
C5588,35,blue-collar,married,primary,no,208,yes,no
C5589,37,blue-collar,married,primary,no,5,yes,no
C559,39,blue-collar,divorced,unknown,no,170,yes,no
C5590,31,blue-collar,married,primary,no,-848,yes,no
C5591,35,management,married,tertiary,no,317,yes,no
C5592,38,management,married,tertiary,no,5779,yes,no
C5593,31,blue-collar,married,secondary,no,489,yes,no
C5594,30,blue-collar,single,secondary,yes,4,yes,no
C5595,31,blue-collar,married,secondary,no,631,yes,no
C5596,44,admin.,married,secondary,no,0,yes,no
C5597,51,admin.,married,secondary,no,3,no,yes
C5598,31,blue-collar,single,tertiary,no,2197,yes,no
C5599,35,management,divorced,tertiary,no,178,yes,no
C56,38,entrepreneur,single,tertiary,no,243,no,yes
C560,42,technician,married,secondary,no,315,yes,no
C5600,34,blue-collar,married,primary,no,358,yes,no
C5601,32,blue-collar,married,secondary,no,3144,yes,no
C5602,31,services,married,secondary,no,309,yes,no
C5603,34,blue-collar,married,unknown,no,391,yes,yes
