ID,Contact,Day,Month,Duration,Campaign,Last Select,Current Select,Sample No
C6038,unknown,26,may,76,5,no,No,2
C6039,unknown,26,may,104,7,no,No,3
C604,unknown,6,may,407,2,no,No,3
C6040,unknown,26,may,172,3,no,Yes,4
C6041,unknown,26,may,66,3,no,Yes,2
C6042,unknown,26,may,113,5,no,No,2
C6043,unknown,26,may,129,3,no,Yes,4
C6044,unknown,26,may,405,4,no,Yes,4
C6045,unknown,26,may,251,11,no,Yes,2
C6046,unknown,26,may,128,5,no,Yes,5
C6047,unknown,26,may,245,3,no,Yes,4
C6048,unknown,26,may,253,2,no,Yes,4
C6049,unknown,26,may,188,7,no,Yes,5
C605,unknown,6,may,121,1,no,Yes,1
C6050,unknown,26,may,118,2,no,No,4
C6051,unknown,26,may,140,2,no,Yes,3
C6052,unknown,26,may,102,23,no,Yes,5
C6053,unknown,26,may,435,3,no,Yes,4
C6054,unknown,26,may,763,6,no,Yes,5
C6055,unknown,26,may,97,4,no,Yes,1
C6056,unknown,26,may,329,2,no,No,1
C6057,unknown,26,may,51,5,no,Yes,2
C6058,unknown,26,may,85,5,no,No,5
C6059,unknown,26,may,130,3,no,No,2
C606,unknown,6,may,209,1,no,No,2
C6060,unknown,26,may,282,8,no,Yes,2
C6061,unknown,26,may,777,5,no,Yes,1
C6062,unknown,26,may,249,1,no,Yes,1
C6063,unknown,26,may,279,5,no,Yes,5
C6064,unknown,26,may,241,2,no,Yes,4
C6065,unknown,26,may,308,4,no,Yes,2
C6066,unknown,26,may,118,2,no,Yes,4
C6067,unknown,26,may,14,20,no,Yes,2
C6068,unknown,26,may,125,4,no,Yes,3
C6069,unknown,26,may,193,5,no,Yes,4
C607,unknown,6,may,92,2,no,Yes,5
C6070,unknown,26,may,200,3,no,Yes,4
C6071,unknown,26,may,349,4,no,Yes,1
C6072,unknown,26,may,336,3,no,Yes,3
C6073,unknown,26,may,282,3,no,No,4
C6074,unknown,26,may,633,1,no,Yes,3
C6075,unknown,26,may,102,2,no,No,4
C6076,unknown,26,may,560,4,no,Yes,3
C6077,unknown,27,may,114,3,no,Yes,2
C6078,unknown,27,may,172,7,no,No,1
C6079,unknown,27,may,85,16,no,Yes,4
C608,unknown,6,may,208,1,no,No,5
C6080,unknown,27,may,292,7,no,Yes,4
C6081,unknown,27,may,269,3,no,Yes,3
C6082,unknown,27,may,220,6,no,No,2
C6083,unknown,27,may,73,6,no,No,2
C6084,unknown,27,may,121,2,no,No,4
C6085,unknown,27,may,59,4,no,Yes,4
C6086,unknown,27,may,151,7,no,No,3
C6087,unknown,27,may,166,2,no,Yes,4
C6088,unknown,27,may,64,3,no,Yes,2
C6089,unknown,27,may,353,3,no,No,3
C609,unknown,6,may,193,1,no,Yes,3
C6090,unknown,27,may,322,5,no,Yes,5
C6091,unknown,27,may,67,3,no,Yes,3
C6092,unknown,27,may,163,2,no,No,5
C6093,unknown,27,may,27,2,no,Yes,4
C6094,unknown,27,may,119,2,no,Yes,2
C6095,unknown,27,may,148,4,no,Yes,3
C6096,unknown,27,may,222,4,no,No,5
C6097,unknown,27,may,265,2,no,Yes,5
C6098,unknown,27,may,214,2,no,Yes,4
C6099,unknown,27,may,75,2,no,Yes,5
C61,unknown,5,may,138,1,no,Yes,1
C610,unknown,6,may,144,1,no,No,3
C6100,unknown,27,may,62,4,no,No,1
C6101,unknown,27,may,112,3,no,No,5
C6102,unknown,27,may,145,2,no,Yes,4
C6103,unknown,27,may,220,6,no,No,4
C6104,unknown,27,may,204,3,no,Yes,3
C6105,unknown,27,may,328,11,no,Yes,5
C6106,unknown,27,may,160,6,no,No,3
C6107,unknown,27,may,233,1,no,Yes,2
C6108,unknown,27,may,129,1,no,Yes,3
C6109,unknown,27,may,578,2,no,Yes,2
C611,unknown,6,may,65,1,no,Yes,5
C6110,unknown,27,may,33,1,no,No,4
C6111,unknown,27,may,183,9,no,Yes,2
C6112,unknown,27,may,565,2,no,Yes,3
C6113,unknown,27,may,1063,5,yes,Yes,5
C6114,unknown,27,may,125,3,no,Yes,5
C6115,unknown,27,may,193,5,no,Yes,5
C6116,unknown,27,may,160,2,no,Yes,3
C6117,unknown,27,may,287,4,no,Yes,1
C6118,unknown,27,may,277,4,no,No,2
C6119,unknown,27,may,84,4,no,Yes,5
C612,unknown,6,may,339,1,no,No,4
C6120,unknown,27,may,47,5,no,Yes,5
C6121,unknown,27,may,285,1,no,Yes,4
C6122,unknown,27,may,130,2,no,Yes,5
C6123,unknown,27,may,146,1,no,Yes,3
C6124,unknown,27,may,24,1,no,No,3
C6125,unknown,27,may,955,1,no,Yes,1
C6126,unknown,27,may,236,1,no,No,3
C6127,unknown,27,may,336,2,no,Yes,5
C6128,unknown,27,may,150,1,no,No,3
C6129,unknown,27,may,180,1,no,No,1
C613,unknown,6,may,285,1,no,No,5
C6130,unknown,27,may,163,2,no,Yes,4
C6131,unknown,27,may,197,1,no,No,3
C6132,unknown,27,may,218,1,no,No,4
C6133,unknown,27,may,386,11,no,Yes,1
C6134,unknown,27,may,154,1,no,No,2
C6135,unknown,27,may,159,2,no,Yes,5
C6136,unknown,27,may,157,2,no,Yes,4
C6137,unknown,27,may,227,3,no,No,3
C6138,unknown,27,may,116,1,no,Yes,2
C6139,unknown,27,may,1297,1,no,No,3
C614,unknown,6,may,231,1,no,Yes,5
C6140,unknown,27,may,57,5,no,Yes,2
C6141,unknown,27,may,205,3,no,No,1
C6142,unknown,27,may,1205,1,yes,Yes,1
C6143,unknown,27,may,133,1,no,No,4
C6144,unknown,27,may,59,1,no,No,4
C6145,unknown,27,may,229,2,no,Yes,1
C6146,unknown,27,may,147,1,no,No,3
C6147,unknown,27,may,147,1,no,Yes,2
C6148,unknown,27,may,78,1,no,No,1
C6149,unknown,27,may,185,1,no,Yes,2
C615,unknown,6,may,168,1,no,No,3
C6150,unknown,27,may,427,1,no,Yes,1
C6151,unknown,27,may,237,1,no,Yes,2
C6152,unknown,27,may,228,1,no,Yes,2
C6153,unknown,27,may,269,1,no,No,1
C6154,unknown,27,may,156,2,no,No,3
C6155,unknown,27,may,143,1,no,Yes,1
C6156,unknown,27,may,162,1,no,Yes,1
C6157,unknown,27,may,130,1,no,No,2
C6158,unknown,27,may,674,1,no,Yes,1
C6159,unknown,27,may,123,1,no,Yes,5
C616,unknown,6,may,278,1,no,Yes,2
C6160,unknown,27,may,275,1,no,Yes,4
C6161,unknown,27,may,232,1,no,Yes,5
C6162,unknown,27,may,115,1,no,Yes,2
C6163,unknown,27,may,1051,1,yes,Yes,5
C6164,unknown,27,may,142,1,no,Yes,3
C6165,unknown,27,may,99,1,no,No,2
C6166,unknown,27,may,340,1,no,No,2
C6167,unknown,27,may,47,1,no,Yes,4
C6168,unknown,27,may,138,1,no,No,3
C6169,unknown,27,may,182,2,no,Yes,5
C617,unknown,6,may,389,1,no,Yes,5
C6170,unknown,27,may,260,1,no,No,5
C6171,unknown,27,may,121,1,no,Yes,5
C6172,unknown,27,may,143,1,no,Yes,3
C6173,unknown,27,may,472,1,no,Yes,1
C6174,unknown,27,may,207,2,no,Yes,1
C6175,unknown,27,may,597,3,no,Yes,1
C6176,unknown,27,may,265,1,no,No,1
C6177,unknown,27,may,274,1,no,No,2
C6178,unknown,27,may,420,1,no,Yes,2
C6179,unknown,27,may,532,2,no,Yes,2
C618,unknown,6,may,158,1,no,No,2
C6180,unknown,27,may,128,1,no,No,5
C6181,unknown,27,may,62,4,no,No,3
C6182,unknown,27,may,185,1,no,Yes,4
C6183,unknown,27,may,275,4,no,Yes,1
C6184,unknown,27,may,111,10,no,Yes,4
C6185,unknown,27,may,740,1,yes,Yes,5
C6186,unknown,27,may,271,3,no,No,1
C6187,unknown,27,may,776,1,no,No,2
C6188,unknown,27,may,90,2,no,No,4
C6189,unknown,27,may,78,2,no,Yes,4
C619,unknown,6,may,145,2,no,Yes,5
C6190,unknown,27,may,330,2,no,No,1
C6191,unknown,27,may,518,2,no,No,3
C6192,unknown,27,may,243,2,no,Yes,4
C6193,unknown,27,may,472,1,no,Yes,3
C6194,unknown,27,may,148,1,no,Yes,3
C6195,unknown,27,may,514,1,no,Yes,2
C6196,unknown,27,may,388,2,no,Yes,3
C6197,unknown,27,may,224,1,no,No,2
C6198,unknown,27,may,118,1,no,Yes,4
C6199,unknown,27,may,255,1,no,No,2
C62,unknown,5,may,812,1,no,Yes,3
C620,unknown,6,may,78,2,no,No,1
C6200,unknown,27,may,70,3,no,Yes,4
C6201,unknown,27,may,296,2,no,No,3
C6202,unknown,27,may,257,1,no,No,3
C6203,unknown,27,may,243,2,no,Yes,1
C6204,unknown,27,may,77,1,no,No,1
C6205,unknown,27,may,114,1,no,No,5
C6206,unknown,27,may,73,2,no,Yes,3
C6207,unknown,27,may,290,1,no,Yes,1
C6208,unknown,27,may,86,1,no,Yes,2
C6209,unknown,27,may,168,1,no,No,1
C621,unknown,6,may,142,3,no,Yes,1
C6210,unknown,27,may,188,1,no,Yes,4
C6211,unknown,27,may,106,2,no,Yes,4
C6212,unknown,27,may,45,1,no,Yes,1
C6213,unknown,27,may,25,1,no,Yes,3
C6214,unknown,27,may,21,5,no,Yes,1
C6215,unknown,27,may,224,1,no,Yes,1
C6216,unknown,27,may,114,1,no,No,1
C6217,unknown,27,may,82,1,no,Yes,1
C6218,unknown,27,may,33,1,no,Yes,4
C6219,unknown,27,may,322,2,no,Yes,2
C622,unknown,6,may,87,1,no,Yes,3
C6220,unknown,27,may,446,1,no,Yes,3
C6221,unknown,27,may,121,4,no,Yes,3
C6222,unknown,27,may,99,1,no,No,4
C6223,unknown,27,may,78,1,no,Yes,5
C6224,unknown,27,may,70,2,no,Yes,2
C6225,unknown,27,may,213,2,no,No,3
C6226,unknown,27,may,115,1,no,Yes,5
C6227,unknown,27,may,305,1,no,Yes,2
C6228,unknown,27,may,306,2,no,Yes,1
C6229,unknown,27,may,643,2,no,No,4
C623,unknown,6,may,147,2,no,Yes,3
C6230,unknown,27,may,371,2,no,Yes,4
C6231,unknown,27,may,363,3,no,Yes,1
C6232,unknown,27,may,179,1,no,Yes,3
C6233,unknown,27,may,492,2,no,Yes,3
C6234,unknown,27,may,222,2,no,Yes,5
C6235,unknown,27,may,144,1,no,Yes,4
C6236,unknown,27,may,426,2,no,No,1
C6237,unknown,27,may,241,1,no,Yes,5
C6238,unknown,27,may,181,1,no,Yes,4
C6239,unknown,27,may,39,7,no,Yes,3
C624,unknown,6,may,289,1,no,Yes,3
C6240,unknown,27,may,293,2,no,Yes,5
C6241,unknown,27,may,316,2,no,No,1
C6242,unknown,27,may,151,1,no,Yes,5
C6243,unknown,27,may,132,1,no,Yes,5
C6244,unknown,27,may,129,1,no,Yes,3
C6245,unknown,27,may,106,1,no,No,1
C6246,unknown,27,may,68,5,no,Yes,3
C6247,unknown,27,may,173,3,no,Yes,5
C6248,unknown,27,may,161,2,no,Yes,4
C6249,unknown,27,may,155,1,no,No,1
C625,unknown,6,may,703,1,yes,Yes,1
C6250,unknown,27,may,109,2,no,No,3
C6251,unknown,27,may,36,3,no,Yes,4
C6252,unknown,27,may,62,4,no,Yes,2
C6253,unknown,27,may,137,2,no,No,1
C6254,unknown,27,may,310,1,no,Yes,4
C6255,unknown,27,may,195,2,no,Yes,5
C6256,unknown,27,may,139,1,no,Yes,3
C6257,unknown,27,may,470,2,no,Yes,4
C6258,unknown,27,may,169,1,no,Yes,5
C6259,unknown,27,may,223,1,no,No,4
C626,unknown,6,may,170,3,no,No,3
C6260,unknown,27,may,104,3,no,Yes,3
C6261,unknown,27,may,201,2,no,Yes,4
C6262,unknown,27,may,596,1,no,No,5
C6263,unknown,27,may,90,1,no,No,3
C6264,unknown,27,may,157,1,no,Yes,5
C6265,unknown,27,may,253,16,no,Yes,4
C6266,unknown,27,may,88,2,no,No,4
C6267,unknown,27,may,600,2,no,Yes,3
C6268,unknown,27,may,133,1,no,Yes,2
C6269,unknown,27,may,138,2,no,No,5
C627,unknown,6,may,802,1,no,Yes,2
C6270,unknown,27,may,43,1,no,Yes,4
C6271,unknown,27,may,731,3,yes,No,3
C6272,unknown,27,may,659,4,no,Yes,5
C6273,unknown,27,may,112,1,no,No,3
C6274,unknown,27,may,124,1,no,Yes,3
C6275,unknown,27,may,217,1,no,Yes,4
C6276,unknown,27,may,59,1,no,Yes,1
C6277,unknown,27,may,121,1,no,No,2
C6278,unknown,27,may,112,1,no,No,2
C6279,unknown,27,may,98,1,no,No,4
C628,unknown,6,may,381,2,no,No,1
C6280,unknown,27,may,125,1,no,Yes,5
C6281,unknown,27,may,175,1,no,No,2
C6282,unknown,27,may,202,1,no,Yes,1
C6283,unknown,27,may,185,1,no,Yes,1
C6284,unknown,27,may,170,1,no,No,5
C6285,unknown,27,may,98,1,no,No,1
C6286,unknown,27,may,184,1,no,Yes,2
C6287,unknown,27,may,261,1,no,Yes,2
C6288,unknown,27,may,103,1,no,Yes,1
C6289,unknown,27,may,190,1,no,Yes,4
C629,unknown,6,may,218,4,no,Yes,4
C6290,unknown,27,may,46,1,no,No,1
C6291,unknown,27,may,198,1,no,Yes,2
C6292,unknown,27,may,170,1,no,No,3
C6293,unknown,27,may,235,5,no,Yes,3
C6294,unknown,27,may,169,2,no,No,3
C6295,unknown,27,may,125,1,no,No,3
C6296,unknown,27,may,272,3,no,Yes,1
C6297,unknown,27,may,265,2,no,Yes,2
C6298,unknown,27,may,233,2,no,No,3
C6299,unknown,27,may,307,2,no,Yes,2
C63,unknown,5,may,164,1,no,Yes,2
C630,unknown,6,may,57,2,no,Yes,5
C6300,unknown,27,may,246,1,no,Yes,5
C6301,unknown,27,may,290,4,no,Yes,4
C6302,unknown,27,may,56,2,no,No,5
C6303,unknown,27,may,259,1,no,Yes,2
C6304,unknown,27,may,375,1,no,No,2
C6305,unknown,27,may,74,5,no,Yes,3
C6306,unknown,27,may,290,1,no,Yes,1
C6307,unknown,27,may,148,3,no,Yes,4
C6308,unknown,27,may,174,1,no,No,1
C6309,unknown,27,may,32,1,no,Yes,2
C631,unknown,6,may,304,2,no,Yes,5
C6310,unknown,27,may,316,1,no,Yes,5
C6311,unknown,27,may,332,1,no,Yes,1
C6312,unknown,27,may,35,1,no,Yes,2
C6313,unknown,27,may,935,1,yes,Yes,2
C6314,unknown,27,may,173,1,no,No,5
C6315,unknown,27,may,144,1,no,Yes,3
C6316,unknown,27,may,474,1,no,Yes,5
C6317,unknown,27,may,313,1,no,Yes,2
C6318,unknown,27,may,147,1,no,Yes,4
C6319,unknown,27,may,123,2,no,No,4
C632,unknown,6,may,241,3,no,No,4
C6320,unknown,27,may,395,2,no,Yes,4
C6321,unknown,27,may,93,10,no,Yes,3
C6322,unknown,27,may,421,3,no,Yes,3
C6323,unknown,27,may,166,9,no,Yes,2
C6324,unknown,27,may,410,1,no,Yes,2
C6325,unknown,27,may,89,2,no,Yes,3
C6326,unknown,27,may,755,1,no,No,4
C6327,unknown,27,may,139,2,no,No,5
C6328,unknown,27,may,145,2,no,No,4
C6329,unknown,27,may,95,1,no,Yes,2
C633,unknown,6,may,230,1,no,Yes,3
C6330,unknown,27,may,191,1,no,No,1
C6331,unknown,27,may,211,1,no,Yes,5
C6332,unknown,27,may,193,1,no,Yes,1
C6333,unknown,27,may,220,2,no,Yes,5
C6334,unknown,27,may,88,1,no,Yes,1
C6335,unknown,27,may,120,2,no,Yes,3
C6336,unknown,27,may,318,1,no,No,3
C6337,unknown,27,may,405,1,no,No,1
C6338,unknown,27,may,751,1,yes,Yes,2
C6339,unknown,27,may,207,1,no,Yes,2
C634,unknown,6,may,262,3,no,Yes,2
C6340,unknown,27,may,95,4,no,Yes,3
C6341,unknown,27,may,319,1,no,Yes,4
C6342,unknown,27,may,272,2,no,Yes,4
C6343,unknown,27,may,142,2,no,Yes,3
C6344,unknown,27,may,233,3,no,No,4
C6345,unknown,27,may,498,1,no,No,4
C6346,unknown,27,may,27,1,no,No,2
C6347,unknown,27,may,127,1,no,Yes,4
C6348,unknown,27,may,237,2,no,No,5
C6349,unknown,27,may,193,1,no,Yes,1
C635,unknown,6,may,392,2,no,Yes,4
C6350,unknown,27,may,129,2,no,Yes,3
C6351,unknown,27,may,116,3,no,Yes,1
C6352,unknown,27,may,99,1,no,No,5
C6353,unknown,27,may,345,1,no,No,5
C6354,unknown,27,may,151,1,no,Yes,1
C6355,unknown,27,may,376,2,no,No,4
C6356,unknown,27,may,99,1,no,Yes,2
C6357,unknown,27,may,210,2,no,Yes,1
C6358,unknown,27,may,277,1,no,Yes,4
C6359,unknown,27,may,326,2,no,No,5
C636,unknown,6,may,201,2,no,No,2
C6360,unknown,27,may,305,2,no,Yes,1
C6361,unknown,27,may,320,1,no,No,2
C6362,unknown,27,may,298,1,no,Yes,5
C6363,unknown,27,may,219,1,no,Yes,1
C6364,unknown,27,may,222,1,no,Yes,2
C6365,unknown,27,may,513,1,no,Yes,4
C6366,unknown,27,may,345,1,no,Yes,4
C6367,unknown,27,may,321,1,no,No,1
C6368,unknown,27,may,355,1,no,No,3
C6369,unknown,27,may,240,2,no,Yes,4
C637,unknown,6,may,145,1,no,Yes,4
C6370,unknown,27,may,383,2,no,Yes,5
C6371,unknown,27,may,301,1,no,No,1
C6372,unknown,27,may,179,3,no,No,2
C6373,unknown,27,may,160,1,no,Yes,5
C6374,unknown,27,may,236,4,no,Yes,2
C6375,unknown,27,may,89,1,no,Yes,5
C6376,unknown,27,may,181,1,no,No,1
C6377,unknown,27,may,377,1,no,Yes,4
C6378,unknown,27,may,240,6,no,No,3
C6379,unknown,27,may,174,2,no,No,4
C638,unknown,6,may,252,1,no,Yes,5
C6380,unknown,27,may,125,4,no,Yes,2
C6381,unknown,27,may,446,1,no,No,1
C6382,unknown,27,may,518,2,no,No,5
C6383,unknown,27,may,280,3,no,No,2
C6384,unknown,27,may,269,2,no,Yes,1
C6385,unknown,27,may,394,1,no,Yes,5
C6386,unknown,27,may,280,1,no,No,2
C6387,unknown,27,may,228,1,no,No,3
C6388,unknown,27,may,247,1,no,Yes,4
C6389,unknown,27,may,66,1,no,Yes,2
C639,unknown,6,may,235,4,no,Yes,2
C6390,unknown,27,may,88,1,no,Yes,5
C6391,unknown,27,may,312,2,no,No,3
C6392,unknown,27,may,709,1,yes,No,5
C6393,unknown,27,may,33,6,no,Yes,4
C6394,unknown,27,may,212,2,no,Yes,2
C6395,unknown,27,may,107,2,no,No,1
C6396,unknown,27,may,140,2,no,Yes,2
C6397,unknown,27,may,299,1,no,No,1
C6398,unknown,27,may,62,13,no,Yes,4
C6399,unknown,27,may,548,1,no,Yes,2
C64,unknown,5,may,391,1,no,No,2
C640,unknown,6,may,235,2,no,Yes,1
C6400,unknown,27,may,574,5,no,Yes,3
C6401,unknown,27,may,182,1,no,Yes,3
C6402,unknown,27,may,318,3,no,Yes,5
C6403,unknown,27,may,68,9,no,Yes,2
C6404,unknown,27,may,217,2,no,Yes,1
C6405,unknown,27,may,211,1,no,Yes,4
C6406,unknown,27,may,245,2,no,Yes,3
C6407,unknown,27,may,363,2,no,Yes,2
C6408,unknown,27,may,347,1,no,No,3
C6409,unknown,27,may,137,2,no,No,5
C641,unknown,6,may,328,2,no,Yes,5
C6410,unknown,27,may,749,2,no,Yes,2
C6411,unknown,27,may,498,1,no,No,4
C6412,unknown,27,may,142,1,no,No,1
C6413,unknown,27,may,570,1,no,No,2
C6414,unknown,27,may,172,1,no,Yes,5
C6415,unknown,27,may,64,1,no,Yes,5
C6416,unknown,27,may,492,8,no,No,5
C6417,unknown,27,may,198,1,no,Yes,4
C6418,unknown,27,may,389,1,no,Yes,2
C6419,unknown,27,may,120,2,no,Yes,5
C642,unknown,6,may,116,2,no,No,4
C6420,unknown,27,may,389,2,no,No,3
C6421,unknown,27,may,92,2,no,Yes,5
C6422,unknown,27,may,436,1,no,No,3
C6423,unknown,27,may,59,4,no,No,1
C6424,unknown,27,may,100,2,no,Yes,1
C6425,unknown,27,may,0,4,no,Yes,1
C6426,unknown,27,may,93,2,no,No,2
C6427,unknown,27,may,364,2,no,Yes,4
C6428,unknown,27,may,111,3,no,Yes,3
C6429,unknown,27,may,171,4,no,Yes,3
C643,unknown,6,may,246,1,no,No,1
C6430,unknown,27,may,466,2,no,Yes,1
C6431,unknown,27,may,345,2,no,No,5
C6432,unknown,27,may,241,2,no,Yes,5
C6433,unknown,27,may,233,2,no,Yes,2
C6434,unknown,27,may,149,2,no,No,3
C6435,unknown,27,may,304,2,no,No,2
C6436,unknown,27,may,134,2,no,Yes,1
C6437,unknown,27,may,355,2,no,Yes,3
C6438,unknown,27,may,953,3,no,Yes,3
C6439,unknown,27,may,100,2,no,Yes,4
C644,unknown,6,may,293,1,no,Yes,4
C6440,unknown,27,may,121,2,no,No,4
C6441,unknown,27,may,22,2,no,Yes,5
C6442,unknown,27,may,30,8,no,No,1
C6443,unknown,27,may,160,3,no,Yes,2
C6444,unknown,27,may,723,2,no,No,1
C6445,unknown,27,may,136,2,no,Yes,5
C6446,unknown,27,may,305,2,no,No,3
C6447,unknown,27,may,103,2,no,No,1
C6448,unknown,27,may,123,1,no,No,3
C6449,unknown,27,may,8,2,no,Yes,5
C645,unknown,6,may,37,2,no,Yes,3
C6450,unknown,27,may,267,1,no,Yes,4
C6451,unknown,27,may,315,2,no,No,5
C6452,unknown,27,may,3094,2,yes,Yes,1
C6453,unknown,27,may,21,1,no,No,3
C6454,unknown,27,may,269,11,no,No,2
C6455,unknown,27,may,159,5,no,No,1
C6456,unknown,27,may,182,3,no,Yes,3
C6457,unknown,27,may,185,2,no,Yes,1
C6458,unknown,27,may,359,6,no,Yes,4
C6459,unknown,27,may,220,2,no,No,2
C646,unknown,6,may,132,2,no,Yes,1
C6460,unknown,27,may,179,5,no,Yes,1
C6461,unknown,27,may,66,2,no,No,1
C6462,unknown,27,may,135,5,no,Yes,5
C6463,unknown,27,may,166,2,no,Yes,1
C6464,unknown,27,may,152,11,no,No,5
C6465,unknown,27,may,256,2,no,Yes,1
C6466,unknown,27,may,141,3,no,Yes,3
C6467,unknown,27,may,265,2,no,No,4
C6468,unknown,27,may,87,3,no,Yes,3
C6469,unknown,27,may,452,2,no,Yes,3
C647,unknown,6,may,530,2,no,No,2
C6470,unknown,27,may,62,2,no,Yes,1
C6471,unknown,27,may,348,2,no,No,1
C6472,unknown,27,may,153,2,no,No,5
C6473,unknown,27,may,89,5,no,No,1
C6474,unknown,27,may,132,3,no,Yes,3
C6475,unknown,27,may,580,2,no,No,2
C6476,unknown,27,may,34,3,no,Yes,2
C6477,unknown,27,may,72,3,no,Yes,4
C6478,unknown,27,may,175,5,no,No,1
C6479,unknown,27,may,99,2,no,Yes,5
C648,unknown,6,may,175,3,no,Yes,2
C6480,unknown,27,may,591,5,no,No,3
C6481,unknown,27,may,290,2,no,No,3
C6482,unknown,27,may,336,10,no,Yes,5
C6483,unknown,27,may,29,2,no,Yes,1
C6484,unknown,27,may,266,4,no,No,3
C6485,unknown,27,may,47,5,no,Yes,5
C6486,unknown,27,may,298,3,no,Yes,2
C6487,unknown,27,may,282,2,no,Yes,4
C6488,unknown,27,may,209,2,no,Yes,4
C6489,unknown,27,may,67,4,no,No,4
C649,unknown,6,may,524,2,no,Yes,2
C6490,unknown,27,may,106,2,no,Yes,3
C6491,unknown,27,may,111,2,no,No,3
C6492,unknown,27,may,157,2,no,Yes,4
C6493,unknown,27,may,197,2,no,Yes,4
C6494,unknown,27,may,257,2,no,No,4
C6495,unknown,27,may,42,4,no,No,2
C6496,unknown,27,may,492,3,no,No,1
C6497,unknown,27,may,319,5,no,Yes,1
C6498,unknown,27,may,371,2,no,No,5
C6499,unknown,27,may,383,3,no,Yes,2
C65,unknown,5,may,357,1,no,No,4
C650,unknown,6,may,29,3,no,Yes,5
C6500,unknown,27,may,110,2,no,No,1
C6501,unknown,27,may,88,2,no,Yes,5
C6502,unknown,27,may,3,4,no,Yes,3
C6503,unknown,27,may,97,5,no,Yes,3
C6504,unknown,27,may,335,3,no,Yes,5
C6505,unknown,27,may,15,10,no,Yes,3
C6506,unknown,27,may,4,4,no,Yes,3
C6507,unknown,27,may,5,3,no,No,3
C6508,unknown,27,may,284,1,no,No,1
C6509,unknown,27,may,264,1,no,Yes,1
C651,unknown,6,may,311,2,no,Yes,1
C6510,unknown,27,may,239,1,no,Yes,1
C6511,unknown,27,may,21,5,no,No,3
C6512,unknown,27,may,15,13,no,Yes,3
C6513,unknown,27,may,350,3,no,Yes,3
C6514,unknown,27,may,201,5,no,Yes,1
C6515,unknown,27,may,112,4,no,No,4
C6516,unknown,27,may,350,4,no,Yes,3
C6517,unknown,27,may,240,3,no,Yes,2
C6518,unknown,27,may,127,2,no,No,1
C6519,unknown,27,may,157,2,no,Yes,1
C652,unknown,6,may,211,2,no,Yes,2
C6520,unknown,27,may,337,2,no,Yes,3
C6521,unknown,27,may,662,7,no,Yes,1
C6522,unknown,27,may,124,2,no,Yes,2
C6523,unknown,27,may,165,2,no,Yes,2
C6524,unknown,27,may,63,9,no,Yes,3
C6525,unknown,27,may,101,3,no,No,1
C6526,unknown,27,may,133,2,no,No,5
C6527,unknown,27,may,145,5,no,No,4
C6528,unknown,27,may,374,9,no,Yes,1
C6529,unknown,27,may,550,7,no,Yes,4
C653,unknown,6,may,312,3,no,Yes,5
C6530,unknown,27,may,350,3,no,Yes,2
C6531,unknown,27,may,349,3,no,Yes,4
C6532,unknown,27,may,371,2,no,Yes,2
C6533,unknown,27,may,676,6,no,Yes,5
C6534,unknown,27,may,205,8,no,Yes,4
C6535,unknown,27,may,132,2,no,Yes,2
C6536,unknown,27,may,165,3,no,Yes,3
C6537,unknown,27,may,177,2,no,Yes,1
C6538,unknown,27,may,62,2,no,Yes,4
C6539,unknown,27,may,398,3,no,No,1
C654,unknown,6,may,412,1,no,Yes,1
C6540,unknown,27,may,92,4,no,No,3
C6541,unknown,27,may,342,4,no,No,5
C6542,unknown,27,may,198,2,no,Yes,4
C6543,unknown,27,may,77,4,no,No,3
C6544,unknown,27,may,112,3,no,Yes,1
C6545,unknown,27,may,22,16,no,Yes,2
C6546,unknown,27,may,206,2,no,Yes,4
C6547,unknown,27,may,87,3,no,No,5
C6548,unknown,27,may,143,8,no,Yes,1
C6549,unknown,27,may,102,3,no,Yes,1
C655,unknown,6,may,392,1,no,Yes,2
C6550,unknown,27,may,224,3,no,Yes,5
C6551,unknown,27,may,50,5,no,No,2
C6552,unknown,27,may,73,5,no,Yes,4
C6553,unknown,27,may,42,3,no,Yes,1
C6554,unknown,27,may,144,7,no,No,2
C6555,unknown,27,may,1224,8,no,No,3
C6556,unknown,27,may,50,3,no,No,2
C6557,unknown,27,may,268,4,no,Yes,1
C6558,unknown,27,may,132,8,no,Yes,3
C6559,unknown,27,may,108,3,no,Yes,2
C656,unknown,6,may,191,1,no,No,5
C6560,unknown,27,may,265,4,no,Yes,2
C6561,unknown,27,may,107,2,no,No,1
C6562,unknown,27,may,167,3,no,No,5
C6563,unknown,27,may,20,4,no,Yes,4
C6564,unknown,27,may,141,2,no,No,1
C6565,unknown,27,may,346,3,no,No,3
C6566,unknown,27,may,1168,2,no,Yes,4
C6567,unknown,28,may,17,13,no,Yes,2
C6568,unknown,28,may,166,3,no,No,1
C6569,unknown,28,may,74,3,no,No,4
C657,unknown,6,may,284,2,no,Yes,2
C6570,unknown,28,may,78,2,no,No,1
C6571,unknown,28,may,153,3,no,Yes,3
C6572,unknown,28,may,61,2,no,No,3
C6573,unknown,28,may,318,6,no,Yes,5
C6574,unknown,28,may,228,9,no,Yes,2
C6575,unknown,28,may,59,1,no,No,3
C6576,unknown,28,may,189,7,no,Yes,1
C6577,unknown,28,may,121,1,no,Yes,2
C6578,unknown,28,may,110,2,no,Yes,4
C6579,unknown,28,may,397,1,no,Yes,3
